freq,purchase,unit,geo\TIME_PERIOD	2005-Q1 	2005-Q2 	2005-Q3 	2005-Q4 	2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 	2023-Q1 	2023-Q2 	2023-Q3 	2023-Q4 	2024-Q1 	2024-Q2 
Q,TOTAL,I15_Q,BE	70.03 	71.59 	74.12 	75.65 	77.10 	79.18 	81.54 	82.16 	84.05 	85.75 	87.30 	87.70 	88.51 	89.69 	91.07 	90.52 	89.37 	88.56 	90.61 	89.77 	90.11 	90.83 	92.80 	92.65 	93.51 	94.16 	96.05 	95.79 	96.51 	96.72 	97.77 	97.43 	97.87 	98.34 	99.46 	98.53 	97.43 	97.42 	98.81 	99.20 	97.94 	99.13 	101.49 	101.43 	100.37 	101.42 	103.63 	103.90 	104.36 	104.48 	107.81 	107.14 	107.37 	108.51 	110.64 	110.06 	111.00 	111.84 	115.37 	114.72 	115.24 	116.61 	119.05 	121.45 	122.41 	124.78 	128.04 	128.62 	130.02 	132.18 	134.96 	134.55 	135.04 	134.55 	136.31 	138.28 	139.36 	139.10 p
Q,TOTAL,I15_Q,BG	76.01 e	79.26 e	81.55 e	83.52 e	87.47 e	88.91 e	92.96 e	98.09 e	107.23 e	112.97 e	121.42 e	132.06 e	141.08 e	149.36 e	153.92 e	147.53 e	130.77 e	118.17 	112.62 	109.58 	107.18 	106.52 	105.38 	104.15 	102.03 	100.23 	99.54 	98.10 	98.23 	98.67 	98.57 	96.82 	96.00 	96.48 	95.52 	95.66 	96.66 	96.97 	97.21 	98.32 	98.85 b	99.71 	99.21 	102.23 	103.38 	106.24 	107.94 	110.52 	112.66 	115.37 	117.62 	119.53 	120.65 	124.03 	124.99 	126.15 	129.45 	130.26 	131.97 	133.99 	135.54 	134.07 	138.81 	141.23 	145.72 	146.23 	150.90 	154.48 	162.52 b	167.58 	174.43 	175.14 	177.93 	185.50 	190.48 	192.78 	206.42 	213.53 p
Q,TOTAL,I15_Q,CY	93.41 	95.38 	98.79 	100.64 	103.04 	106.44 	110.64 	114.16 	116.41 	119.71 	124.05 	125.11 	129.59 	130.42 	128.69 	123.96 	122.40 	121.17 	119.19 	116.27 	114.37 	112.79 	112.39 	112.05 	111.56 	113.99 	111.22 	107.60 	106.40 	106.02 	110.14 	108.22 	104.54 	104.77 	103.05 	100.78 	98.08 	103.55 	102.70 	101.56 	97.52 b	100.59 	102.49 	99.40 	97.29 	99.18 	101.87 	102.72 	99.64 	102.74 	102.46 	105.24 	103.10 	104.01 	103.12 	107.04 	107.93 	112.73 	105.64 	106.51 	109.13 	109.48 	104.21 	109.10 	102.84 	104.23 	106.80 	103.44 	103.95 	106.35 	109.95 	108.27 	110.31 	110.15 	110.65 	109.95 	111.53 	112.86 
Q,TOTAL,I15_Q,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	97.20 	101.20 	102.70 	102.10 	99.90 	96.70 	95.90 	95.20 	95.20 	95.40 	95.10 	95.20 	95.40 	95.90 	95.30 	94.40 	93.90 	94.00 	93.80 	93.70 	93.60 	94.10 	94.00 	93.80 	95.00 	95.80 	96.60 	97.30 	98.30 	99.40 	100.60 	101.70 	103.00 	105.10 	107.70 	112.80 	116.20 	119.10 	121.20 	122.30 	125.00 	128.70 	131.90 	134.40 	137.20 	140.60 	143.40 	146.40 	149.00 	151.50 	155.40 	159.50 	168.90 	177.60 	189.80 	200.60 	210.00 	217.20 	219.40 	214.50 	211.80 	211.00 	211.70 	212.30 	214.30 	219.90 
Q,TOTAL,I15_Q,DE	84.20 	82.70 	84.40 	82.00 	83.20 	83.50 	82.30 	83.00 	80.00 	81.70 	81.60 	81.60 	82.80 	83.10 	81.60 	81.80 	81.80 	83.10 	82.90 	84.20 	83.00 	84.30 	84.30 	83.80 	86.10 	87.20 	86.70 	87.30 	88.00 	89.10 	90.40 	91.70 	91.30 	93.10 	92.90 	93.00 	93.80 	95.70 	96.30 	96.20 	97.80 	100.00 	100.50 	101.90 	103.90 	106.90 	108.80 	110.40 	111.00 	113.10 	115.00 	117.30 	118.30 	120.60 	123.10 	124.60 	124.60 	127.80 	129.60 	132.80 	133.80 	136.20 	140.30 	144.30 	146.30 	151.90 	158.20 	162.60 	163.20 	166.10 	164.80 	156.20 	152.00 	150.00 	148.00 	145.00 	144.20 p	146.10 p
Q,TOTAL,I15_Q,DK	75.49 	79.46 	85.56 	91.19 	97.68 	103.64 	105.67 	104.58 	105.01 	106.41 	106.58 	104.58 	103.24 	103.56 	100.91 	93.04 	87.14 	88.18 	88.88 	88.55 	89.12 	91.00 	91.73 	90.78 	89.91 	91.94 	88.90 	85.74 	85.75 	86.99 	87.26 	86.85 	88.03 	91.17 	91.21 	89.95 	91.22 	94.69 	94.21 	93.83 	94.51 	100.15 	102.59 	102.75 	99.32 	104.25 	107.67 	107.09 	105.30 	109.79 	112.35 	111.64 	111.72 	116.00 	116.24 	114.83 	114.95 	117.54 	118.81 	117.59 	118.39 	120.93 	123.79 	126.13 	129.27 	136.52 	140.12 	140.38 	141.90 	144.42 	144.85 	141.42 	134.93 	135.47 	137.88 	140.10 	136.63 	140.75 
Q,TOTAL,I15_Q,EA	89.16 	90.54 	92.82 	93.49 	95.23 	97.21 	98.57 	99.74 	99.82 	101.59 	102.63 	102.84 	103.34 	103.68 	103.17 	101.54 	100.22 	99.97 	99.90 	100.34 	99.95 	101.12 	101.63 	101.55 	101.95 	102.80 	102.52 	101.44 	100.56 	100.25 	99.95 	99.50 	97.91 	98.27 	98.36 	97.82 	97.64 	98.49 	98.93 	98.39 	98.39 	99.88 	100.78 	100.95 	101.85 	103.56 	105.10 	105.63 	106.32 	107.95 	109.67 	110.51 	111.46 	113.26 	114.99 	115.74 	116.17 	118.27 	119.95 	120.95 	122.31 	124.28 	125.97 	127.72 	129.50 	133.06 	137.33 	139.91 	142.16 	145.25 	146.47 	143.67 	142.52 	142.79 	143.13 	142.00 	142.06 	144.62 
Q,TOTAL,I15_Q,EA19	88.28 	89.64 	91.94 	92.78 	94.62 	96.66 	98.15 	99.49 	99.73 	101.59 	102.77 	103.07 	103.67 	104.05 	103.45 	101.67 	100.15 	99.84 	99.74 	100.15 	99.76 	100.93 	101.45 	101.37 	101.81 	102.66 	102.39 	101.32 	100.45 	100.14 	99.85 	99.41 	97.84 	98.22 	98.30 	97.79 	97.62 	98.49 	98.94 	98.39 	98.39 	99.88 	100.78 	100.95 	101.85 	103.56 	105.10 	105.63 	106.32 	107.95 	109.67 	110.51 	111.46 	113.26 	114.99 	115.74 	116.17 	118.27 	119.95 	120.95 	122.31 	124.28 	125.97 	127.72 	129.50 	133.06 	137.33 	139.91 	142.16 	145.25 	146.47 	143.67 	142.49 	142.72 	143.05 	141.87 	141.91 	144.44 
Q,TOTAL,I15_Q,EA20	88.28 	89.64 	91.93 	92.78 	94.68 	96.70 	98.23 	99.56 	99.85 	101.70 	102.88 	103.20 	103.80 	104.17 	103.60 	101.81 	100.29 	99.96 	99.85 	100.24 	99.84 	100.99 	101.50 	101.43 	101.85 	102.71 	102.45 	101.39 	100.52 	100.20 	99.91 	99.45 	97.89 	98.26 	98.34 	97.83 	97.66 	98.53 	98.96 	98.42 	98.41 	99.87 	100.77 	100.94 	101.84 	103.53 	105.07 	105.60 	106.28 	107.92 	109.63 	110.50 	111.44 	113.22 	114.97 	115.71 	116.18 	118.28 	119.95 	120.97 	122.35 	124.32 	125.99 	127.76 	129.53 	133.09 	137.36 	139.94 	142.23 	145.33 	146.57 	143.86 	142.71 	142.98 	143.31 	142.18 	142.24 	144.81 
Q,TOTAL,I15_Q,EE	50.59 	57.07 	60.25 	68.14 	77.03 	84.82 	90.76 	100.27 	103.53 	110.16 	107.00 	105.46 	102.22 	99.17 	99.04 	84.74 	66.51 	61.83 	57.25 	56.27 	62.84 	63.42 	65.82 	63.51 	67.03 	68.98 	70.29 	70.98 	71.91 	74.27 	76.17 	75.13 	77.45 	80.30 	84.60 	86.82 	91.01 	91.98 	95.77 	95.57 	98.31 	101.60 	99.63 	100.46 	100.32 	103.47 	106.98 	108.21 	108.08 	108.42 	112.06 	113.49 	115.17 	116.43 	116.71 	119.96 	121.99 	123.14 	126.16 	129.79 	135.98 	128.10 	131.08 	136.01 	144.93 	148.69 	153.71 	163.78 	175.37 	189.36 	190.94 	191.38 	191.43 	198.79 	198.26 	202.40 	206.38 	212.10 
Q,TOTAL,I15_Q,ES	: 	: 	: 	123.70 	128.30 	133.79 	138.16 	141.74 	145.14 	149.29 	150.90 	149.82 	149.27 	148.88 	146.51 	141.99 	138.20 	137.58 	136.33 	135.78 	134.08 	136.26 	134.01 	133.86 	129.31 	127.76 	123.20 	116.80 	110.97 	107.37 	103.36 	101.91 	96.75 	95.98 	96.72 	95.50 	95.20 	96.78 	96.99 	97.18 	96.67 	100.67 	101.34 	101.31 	102.74 	104.55 	105.41 	105.78 	108.20 	110.39 	112.43 	113.39 	114.96 	117.90 	120.48 	120.97 	122.88 	124.27 	126.26 	125.44 	126.92 	126.98 	128.56 	127.55 	128.12 	131.15 	133.92 	135.58 	139.05 	141.71 	144.15 	142.99 	143.98 	146.97 	150.68 	149.13 	153.18 	158.63 
Q,TOTAL,I15_Q,EU	82.99 	84.40 	86.49 	87.46 	89.21 	91.63 	94.17 	96.42 	98.15 	100.68 	102.35 	102.35 	102.34 	102.71 	101.58 	99.05 	96.77 	96.55 	96.99 	97.41 	97.07 	98.22 	98.74 	98.34 	98.31 	99.03 	98.76 	97.62 	96.90 	96.90 	96.72 	96.20 	95.04 	95.65 	96.01 	95.72 	95.91 	97.23 	98.05 	97.82 	98.02 	99.65 	100.96 	101.37 	102.33 	104.14 	105.83 	106.46 	107.17 	109.11 	110.87 	111.55 	112.48 	114.35 	116.12 	116.82 	117.30 	119.30 	121.09 	122.03 	123.76 	125.59 	127.34 	129.09 	131.38 	135.16 	139.40 	142.37 	145.21 	148.50 	149.75 	147.44 	146.39 	147.00 	148.00 	147.68 	148.52 	151.28 
Q,TOTAL,I15_Q,EU27_2020	83.53 	84.81 	86.95 	88.09 	90.71 	92.97 	95.58 	97.93 	99.79 	102.14 	103.63 	103.66 	104.08 	104.63 	103.95 	102.01 	100.11 	99.64 	99.58 	99.76 	99.28 	100.33 	100.72 	100.60 	100.85 	101.58 	101.08 	99.96 	99.28 	98.98 	98.60 	98.11 	96.83 	97.24 	97.28 	96.85 	96.87 	97.85 	98.28 	97.99 	98.27 	99.83 	100.81 	101.09 	102.02 	103.76 	105.37 	106.11 	106.89 	108.76 	110.39 	111.20 	112.28 	114.24 	115.94 	116.83 	117.59 	119.78 	121.54 	122.70 	124.43 	126.27 	128.03 	129.79 	132.10 	135.90 	140.16 	143.15 	146.01 	149.31 	150.57 	148.25 	147.19 	147.81 	148.80 	148.49 	149.33 	152.10 
Q,TOTAL,I15_Q,EU28	82.39 	83.82 	85.92 	86.91 	89.21 	91.59 	94.19 	96.44 	98.20 	100.71 	102.38 	102.40 	102.38 	102.76 	101.64 	99.11 	96.84 	96.60 	97.03 	97.44 	97.09 	98.23 	98.74 	98.35 	98.31 	99.04 	98.77 	97.64 	96.93 	96.92 	96.74 	96.20 	95.04 	95.65 	96.01 	95.72 	95.91 	97.23 	98.05 	97.82 	98.02 	99.65 	100.96 	101.37 	102.33 	104.14 	105.83 	106.46 	107.17 	109.11 	110.87 	111.55 	112.48 	114.35 	116.12 	116.82 	117.30 	119.30 	121.09 	122.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,TOTAL,I15_Q,FI	73.62 	75.74 	76.97 	78.67 	79.60 	81.41 	81.98 	83.23 	85.08 	86.56 	86.82 	87.00 	87.88 	88.65 	87.52 	84.19 	86.17 	87.53 	88.85 	90.70 	92.75 	93.56 	94.62 	94.60 	95.84 	97.55 	97.31 	96.76 	98.39 	99.44 	99.36 	99.63 	100.26 	100.68 	100.54 	99.93 	100.06 	100.47 	100.03 	99.42 	99.49 b	100.43 	100.28 	99.80 	100.52 	101.61 	101.93 	101.08 	101.70 	103.22 	102.51 	102.12 	102.74 	103.96 	103.49 	103.15 	103.09 	104.68 	104.02 	103.29 	104.28 	105.36 	105.79 	106.95 	108.57 	111.18 	110.92 	111.12 	112.23 	113.81 	112.41 	108.53 	106.52 	107.45 	104.35 	103.32 	101.95 	102.30 
Q,TOTAL,I15_Q,FR	79.81 	83.19 	87.10 	88.77 	90.75 	93.57 	96.46 	97.26 	98.02 	99.74 	101.95 	102.57 	101.95 	102.35 	102.57 	99.19 	95.50 	94.16 	95.68 	95.95 	96.66 	98.60 	101.26 	102.45 	103.13 	105.14 	107.28 	106.28 	104.87 	104.94 	105.61 	104.10 	102.83 	102.73 	103.64 	102.52 	101.33 	101.53 	102.29 	100.28 	99.38 	99.55 	100.92 	100.15 	99.73 	100.24 	102.36 	101.84 	102.53 	103.53 	105.65 	105.24 	105.51 	106.42 	108.65 	108.58 	108.55 	109.85 	112.33 	112.69 	113.87 	115.52 	117.80 	119.27 	120.15 	122.12 	126.11 	127.52 	128.60 	130.83 	134.34 	133.50 	132.32 	131.72 	132.25 	128.73 	125.96 	125.66 p
Q,TOTAL,I15_Q,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	123.19 	124.01 	126.34 	123.02 	122.58 	118.48 	116.37 	114.28 	112.07 	110.49 	109.52 	109.80 	108.81 	110.53 	111.31 	111.99 	111.36 	109.86 	109.09 	105.40 	105.28 	104.63 	104.97 	103.63 	102.94 	103.82 	103.00 	102.14 	101.05 	99.13 	99.86 	99.96 	101.21 	100.28 	101.31 	100.75 	100.85 	104.55 	105.13 	108.45 	109.44 	109.26 	112.32 	113.54 	117.55 	120.60 	121.36 	124.90 	128.25 	130.57 	129.75 	132.95 	134.19 	139.03 	141.44 	144.99 	152.25 	157.94 	162.44 	170.11 	173.56 	179.63 	180.09 	186.24 	189.41 	197.53 
Q,TOTAL,I15_Q,HU	: 	: 	: 	: 	: 	: 	: 	: 	95.04 	97.35 	101.20 	102.05 	100.55 	101.90 	102.29 	100.29 	99.69 	96.65 	95.05 	92.42 	94.69 	94.21 	93.75 	91.99 	91.73 	90.97 	89.75 	89.34 	90.21 	87.12 	86.39 	84.67 	84.95 	85.14 	85.26 	84.13 	85.75 	87.55 	89.19 	91.22 	93.60 	98.69 	103.06 	104.65 	109.39 	111.97 	115.20 	116.95 	122.24 	125.48 	129.28 	131.96 	138.65 	142.52 	148.49 	152.32 	165.03 	170.54 	173.22 	171.88 	178.74 	174.90 	181.59 	179.08 	195.95 	204.40 	211.94 	219.86 	241.42 	255.23 	262.98 	258.43 	268.81 	271.54 	272.63 p	277.19 p	298.06 p	298.05 p
Q,TOTAL,I15_Q,IE	125.92 	128.58 	133.58 	139.46 	141.99 	147.62 	156.49 	159.91 	162.70 	163.29 	163.07 	162.16 	158.74 	154.41 	150.29 	142.58 	132.58 	123.46 	118.33 	115.58 	111.53 	107.73 	104.59 	99.98 	95.45 	90.50 	85.12 	80.38 	76.76 	75.00 	75.89 	76.50 	74.32 	74.33 	78.52 	80.77 	82.04 	86.62 	93.63 	96.59 	96.43 	98.60 	101.73 	103.25 	103.67 	104.79 	109.33 	112.06 	113.36 	115.86 	122.18 	125.15 	127.34 	130.44 	133.31 	134.23 	132.98 	133.70 	135.63 	135.32 	134.30 	134.15 	134.55 	136.28 	138.34 	141.65 	148.81 	155.10 	159.07 	161.89 	166.47 	168.41 	167.16 	166.30 	168.79 	173.69 	177.70 	180.21 p
Q,TOTAL,I15_Q,IS	53.61 	59.31 	63.41 	66.07 	68.39 	70.83 	71.99 	71.96 	72.34 	75.82 	79.41 	82.20 	83.15 	82.83 	82.45 	80.60 	77.49 	73.72 	72.11 	73.79 	71.56 	71.83 	72.00 	72.70 	72.41 	74.76 	76.35 	77.91 	78.78 	80.45 	81.46 	81.57 	82.12 	84.35 	86.43 	87.93 	89.94 	92.06 	92.98 	94.56 	97.26 	99.42 	100.54 	102.78 	104.94 	106.65 	110.76 	116.72 	122.09 	130.11 	135.64 	136.94 	138.82 	140.51 	143.46 	145.24 	146.18 	147.15 	148.17 	151.66 	153.05 	156.30 	159.19 	162.62 	166.26 	174.99 	180.92 	188.09 	196.06 	211.23 	224.47 	227.61 	226.99 	232.60 	230.49 	236.19 	239.87 	246.90 
Q,TOTAL,I15_Q,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	116.80 	117.90 	118.80 	118.90 	118.30 	120.70 	120.30 	119.50 	119.00 	118.10 	115.90 	113.60 	110.50 	110.20 	108.60 	107.10 	105.70 	104.70 	103.50 	101.90 	99.70 	99.80 	100.70 	99.80 	99.80 	100.50 	100.70 	100.00 	99.10 	99.60 	99.20 	98.80 	98.60 	99.20 	98.40 	98.30 	97.70 	99.10 	98.80 	98.50 	99.40 	102.40 	99.80 	100.00 	101.10 	102.80 	103.90 	104.00 	105.70 	108.10 	106.90 	106.80 	106.80 	108.80 	108.70 	108.70 	108.50 	112.00 p
Q,TOTAL,I15_Q,LT	: 	: 	: 	: 	86.60 	87.40 	96.21 	106.78 	111.26 	115.87 	123.42 	125.67 	129.90 	134.49 	132.09 	122.54 	97.97 	92.79 	88.52 	84.41 	82.75 	84.57 	83.94 	85.55 	89.20 	89.88 	89.67 	90.31 	89.99 	89.05 	89.94 	89.25 	89.86 	91.20 	89.60 	91.92 	93.33 	97.11 	98.68 	96.76 	97.49 	100.49 	102.07 	99.95 	100.78 	103.91 	107.48 	109.43 	111.07 	114.52 	116.66 	116.94 	119.78 	123.00 	124.35 	125.59 	129.20 	131.11 	132.36 	133.77 	137.26 	140.25 	140.85 	146.35 	153.69 	158.87 	167.44 	175.36 	183.12 	193.91 	199.70 	203.46 	207.18 	212.05 	217.15 	220.40 	227.70 	234.01 
Q,TOTAL,I15_Q,LU	: 	: 	: 	: 	: 	: 	: 	: 	72.67 	73.16 	76.13 	75.72 	75.38 	77.55 	77.27 	77.43 	75.58 	76.05 	75.36 	77.09 	80.09 	78.99 	80.20 	81.28 	80.93 	82.88 	82.87 	85.67 	84.60 	86.26 	86.49 	88.96 	89.16 	90.27 	91.40 	92.74 	91.36 	94.72 	95.98 	97.45 	97.80 	99.87 	101.27 	101.06 	102.64 	105.44 	107.02 	108.92 	109.84 	112.21 	112.28 	113.50 	116.84 	117.90 	120.78 	123.92 	125.00 	131.35 	134.41 	137.19 	142.67 	148.74 	152.97 	160.08 	167.17 	168.74 	173.22 	179.48 	184.34 	188.40 	192.30 	189.35 	181.20 	177.25 	165.52 	161.96 	160.90 	162.58 p
Q,TOTAL,I15_Q,LV	: 	: 	: 	: 	89.95 	99.22 	109.54 	119.19 	134.59 	138.58 	149.52 	146.78 	157.05 	154.19 	143.82 	120.71 	98.98 	89.04 	87.60 	85.34 	78.52 	78.80 	80.83 	83.25 	86.98 	88.51 	91.36 	88.05 	89.22 	90.28 	92.54 	93.41 	93.52 	97.37 	98.52 	101.08 	103.39 	104.90 	109.04 	96.57 	96.63 	100.06 	100.40 	102.91 	103.49 	109.52 	110.04 	110.90 	113.11 	119.53 	119.72 	119.69 	126.02 	129.91 	128.34 	132.93 	134.04 	140.19 	144.58 	144.69 	145.77 	142.30 	147.08 	147.92 	149.97 	159.51 	165.31 	171.79 	176.06 	185.56 	187.79 	186.61 	186.40 	195.54 	193.46 	188.14 	193.14 	197.63 p
Q,TOTAL,I15_Q,MT	56.65 	56.48 	61.17 	59.43 	62.34 	69.34 	71.59 	76.88 	80.89 	84.76 	86.24 	87.10 	94.40 	90.54 	96.44 	95.19 	91.74 	89.78 	90.87 	87.90 	91.50 	91.16 	94.04 	87.45 	88.65 	90.79 	91.03 	88.73 	90.50 	89.49 	96.03 	94.13 	91.37 	90.10 	94.33 	92.83 	92.82 	92.73 	94.58 	97.92 	95.30 	96.07 	102.72 	105.92 	100.29 	102.78 	107.62 	111.12 	105.61 	108.88 	113.02 	116.59 	111.25 	115.49 	119.27 	123.77 	118.53 	122.76 	126.44 	130.86 	125.06 	127.57 	129.81 	133.01 	130.82 	134.42 	137.52 	138.99 	139.69 	144.63 	146.23 	147.24 	149.89 	152.24 	154.51 p	157.05 p	159.98 p	162.84 p
Q,TOTAL,I15_Q,NL	104.59 	105.68 	107.22 	107.70 	108.87 	110.28 	111.55 	112.56 	114.01 	115.06 	117.26 	118.40 	118.46 	118.67 	120.17 	117.64 	116.48 	113.12 	112.14 	112.10 	111.67 	111.54 	111.68 	111.02 	111.18 	109.59 	109.17 	107.15 	105.19 	103.45 	99.39 	99.79 	97.07 	95.04 	95.69 	95.42 	95.82 	96.37 	96.94 	97.31 	98.29 	99.20 	101.02 	101.50 	102.52 	104.03 	106.58 	108.03 	110.20 	112.06 	115.22 	117.74 	120.32 	122.64 	126.45 	128.20 	130.34 	132.15 	134.49 	136.54 	139.30 	142.60 	146.00 	148.37 	153.72 	160.55 	169.59 	175.90 	182.94 	188.58 	189.95 	185.89 	183.14 	180.92 	182.91 	186.07 	189.87 	194.80 p
Q,TOTAL,I15_Q,NO	52.88 d	54.35 d	54.84 d	54.89 d	58.31 d	61.19 d	63.20 d	63.95 d	67.97 d	70.51 d	70.41 d	68.83 d	70.46 d	71.33 d	68.89 d	64.06 d	66.72 d	70.25 d	71.49 d	71.49 d	73.93 	76.65 	76.27 	76.21 	80.12 	82.16 	82.48 	83.05 	85.07 	87.82 	88.28 	88.73 	91.21 	92.25 	91.75 	89.76 	90.92 	94.26 	94.89 	94.88 	98.29 	100.66 	100.93 	100.12 	102.86 	107.18 	109.87 	111.61 	114.86 	115.54 	112.35 	112.23 	113.57 	116.08 	116.29 	116.16 	118.54 	121.68 	120.52 	119.97 	122.18 	125.53 	128.18 	128.54 	134.20 	138.47 	139.48 	138.48 	144.62 	147.68 	147.93 	142.62 	147.07 	150.50 	147.25 	145.68 	149.75 	154.96 
Q,TOTAL,I15_Q,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104.60 	105.87 	106.02 	105.95 	105.88 	106.57 	105.41 	104.92 	103.50 	102.82 	101.41 	100.29 	97.70 	97.52 	97.43 	97.49 	97.15 	99.30 	98.66 	98.89 	99.06 	100.43 	100.63 	99.88 	100.00 	100.84 	102.73 	103.86 	103.33 	105.44 	106.50 	107.86 	109.48 	111.95 	113.43 	116.11 	118.34 	121.10 	123.59 	127.06 	131.66 	134.31 	137.06 	138.42 	141.16 	145.50 	149.28 	155.15 	160.30 	163.50 	167.38 	169.64 	169.52 	175.00 	182.88 	191.72 	200.04 	205.92 
Q,TOTAL,I15_Q,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109.23 	109.59 	106.56 	104.74 	105.67 	106.65 	106.70 	107.13 	107.74 	108.16 	107.32 	106.21 	105.45 	103.18 	101.49 	98.25 	96.84 	94.64 	93.70 	94.31 	92.45 	92.25 	92.75 	94.89 	96.16 	97.70 	97.31 	96.98 	96.94 	100.57 	100.65 	101.84 	103.67 	106.91 	108.31 	109.57 	111.89 	115.51 	119.60 	121.06 	125.58 	128.49 	129.72 	132.34 	137.14 	140.65 	143.67 	146.07 	151.67 	154.34 	153.61 	157.69 	161.70 	166.40 	171.30 	175.96 	182.64 	188.31 	193.82 	195.91 	198.55 	204.74 	208.48 	211.27 	212.45 	220.74 
Q,TOTAL,I15_Q,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	132.70 	126.97 	126.51 	130.93 	123.93 	121.99 	117.48 	114.77 	110.14 	108.11 	102.31 	98.75 	101.74 	101.15 	97.44 	97.71 	100.99 	100.42 	98.04 	97.59 	98.37 	96.88 	96.01 	97.62 	101.01 	99.76 	98.87 	100.36 	103.65 	106.59 	105.86 	107.70 	108.96 	114.27 	112.44 	113.75 	116.10 	119.66 	118.88 	119.83 	119.91 	121.79 	123.57 	125.49 	129.62 	129.77 	126.38 	127.97 	131.45 	133.61 	133.78 	137.51 	139.82 	144.94 	143.20 	146.83 	146.28 	145.14 	150.02 	152.28 	154.26 	155.06 
Q,TOTAL,I15_Q,SE	49.47 	51.12 	53.09 	54.48 	56.39 	58.00 	59.54 	59.90 	62.19 	65.98 	68.36 	66.41 	66.61 	67.90 	67.42 	63.96 	65.72 	67.65 	69.51 	71.38 	72.44 	73.33 	74.44 	75.65 	76.32 	76.34 	76.16 	74.67 	75.55 	76.66 	77.56 	77.53 	78.69 	80.13 	81.54 	82.78 	85.18 	87.07 	89.97 	91.39 	95.21 	98.37 	102.12 	104.30 	105.66 	106.90 	109.35 	111.06 	114.02 	115.97 	117.59 	114.13 	113.24 	114.04 	115.16 	114.96 	114.97 	116.51 	118.54 	118.73 	120.20 	120.30 	122.95 	124.99 	128.90 	133.44 	136.89 	138.62 	142.19 	142.86 	138.46 	133.49 	132.37 	133.15 	132.61 	129.59 	130.30 	132.13 
Q,TOTAL,I15_Q,SI	: 	: 	: 	: 	: 	: 	: 	: 	115.66 	118.12 	122.08 	127.52 	129.32 	129.08 	131.52 	127.31 	119.37 	116.93 	114.95 	116.97 	117.41 	118.08 	116.53 	116.80 	122.24 	121.89 	119.01 	118.40 	113.60 	114.91 	111.90 	107.95 	108.72 	109.60 	103.30 	103.22 	101.51 	98.84 	97.77 	98.69 	100.11 	102.38 	98.77 	98.74 	100.94 	102.84 	103.69 	105.54 	107.68 	111.33 	112.17 	115.96 	118.04 	119.93 	122.67 	125.55 	126.98 	128.83 	131.33 	131.62 	132.99 	135.56 	135.65 	138.43 	142.65 	149.21 	153.15 	160.26 	166.93 	172.43 	176.40 	178.83 	181.96 	185.39 	186.33 	191.19 	193.48 	197.74 
Q,TOTAL,I15_Q,SK	: 	: 	: 	: 	71.76 	74.64 	76.58 	80.96 	87.45 	93.62 	101.56 	109.38 	116.60 	120.39 	114.77 	110.44 	103.39 	98.59 	103.19 	98.09 	97.83 	97.23 	96.53 	96.63 	96.78 	95.35 	95.84 	94.42 	93.74 	92.89 	93.51 	91.63 	93.72 	93.93 	93.58 	93.52 	93.40 	94.91 	94.81 	96.70 	98.26 	100.16 	100.23 	101.34 	103.15 	106.06 	107.73 	109.72 	106.88 	113.01 	115.60 	116.16 	119.56 	120.98 	120.68 	124.06 	126.39 	131.03 	134.60 	137.58 	142.98 	143.75 	145.89 	147.47 	145.74 	150.53 	157.59 	163.21 	166.42 	175.57 	180.57 	179.07 	178.82 	171.75 	173.20 	176.56 	173.51 	178.70 
